order_id,date,time,hour,day name,year,month name,day part
151,2015-01-03,2025-11-21 15:09:34,15,Saturday,2015,January,Afternoon
152,2015-01-03,2025-11-21 15:09:42,15,Saturday,2015,January,Afternoon
153,2015-01-03,2025-11-21 15:16:34,15,Saturday,2015,January,Afternoon
154,2015-01-03,2025-11-21 15:22:43,15,Saturday,2015,January,Afternoon
155,2015-01-03,2025-11-21 15:28:59,15,Saturday,2015,January,Afternoon
156,2015-01-03,2025-11-21 15:42:19,15,Saturday,2015,January,Afternoon
157,2015-01-03,2025-11-21 15:43:03,15,Saturday,2015,January,Afternoon
158,2015-01-03,2025-11-21 15:54:30,15,Saturday,2015,January,Afternoon
159,2015-01-03,2025-11-21 15:59:22,15,Saturday,2015,January,Afternoon
160,2015-01-03,2025-11-21 16:35:33,16,Saturday,2015,January,Afternoon
161,2015-01-03,2025-11-21 16:43:46,16,Saturday,2015,January,Afternoon
162,2015-01-03,2025-11-21 16:51:22,16,Saturday,2015,January,Afternoon
163,2015-01-03,2025-11-21 16:54:54,16,Saturday,2015,January,Afternoon
164,2015-01-03,2025-11-21 16:56:33,16,Saturday,2015,January,Afternoon
165,2015-01-03,2025-11-21 16:57:37,16,Saturday,2015,January,Afternoon
166,2015-01-03,2025-11-21 16:58:51,16,Saturday,2015,January,Afternoon
167,2015-01-03,2025-11-21 17:00:49,17,Saturday,2015,January,Evening
168,2015-01-03,2025-11-21 17:02:27,17,Saturday,2015,January,Evening
169,2015-01-03,2025-11-21 17:15:48,17,Saturday,2015,January,Evening
170,2015-01-03,2025-11-21 17:21:31,17,Saturday,2015,January,Evening
171,2015-01-03,2025-11-21 17:23:03,17,Saturday,2015,January,Evening
172,2015-01-03,2025-11-21 17:29:24,17,Saturday,2015,January,Evening
173,2015-01-03,2025-11-21 17:35:30,17,Saturday,2015,January,Evening
174,2015-01-03,2025-11-21 17:37:49,17,Saturday,2015,January,Evening
175,2015-01-03,2025-11-21 17:50:51,17,Saturday,2015,January,Evening
176,2015-01-03,2025-11-21 17:51:57,17,Saturday,2015,January,Evening
177,2015-01-03,2025-11-21 17:54:36,17,Saturday,2015,January,Evening
178,2015-01-03,2025-11-21 18:15:03,18,Saturday,2015,January,Evening
179,2015-01-03,2025-11-21 18:20:14,18,Saturday,2015,January,Evening
180,2015-01-03,2025-11-21 18:33:34,18,Saturday,2015,January,Evening
181,2015-01-03,2025-11-21 18:49:32,18,Saturday,2015,January,Evening
182,2015-01-03,2025-11-21 18:50:10,18,Saturday,2015,January,Evening
183,2015-01-03,2025-11-21 18:54:55,18,Saturday,2015,January,Evening
184,2015-01-03,2025-11-21 18:59:05,18,Saturday,2015,January,Evening
185,2015-01-03,2025-11-21 19:08:33,19,Saturday,2015,January,Evening
186,2015-01-03,2025-11-21 19:36:00,19,Saturday,2015,January,Evening
187,2015-01-03,2025-11-21 19:37:12,19,Saturday,2015,January,Evening
188,2015-01-03,2025-11-21 20:08:39,20,Saturday,2015,January,Evening
189,2015-01-03,2025-11-21 20:12:14,20,Saturday,2015,January,Evening
190,2015-01-03,2025-11-21 20:14:23,20,Saturday,2015,January,Evening
191,2015-01-03,2025-11-21 20:24:50,20,Saturday,2015,January,Evening
192,2015-01-03,2025-11-21 20:30:08,20,Saturday,2015,January,Evening
193,2015-01-03,2025-11-21 20:55:47,20,Saturday,2015,January,Evening
194,2015-01-03,2025-11-21 21:21:24,21,Saturday,2015,January,Night
195,2015-01-03,2025-11-21 21:25:20,21,Saturday,2015,January,Night
196,2015-01-03,2025-11-21 21:40:14,21,Saturday,2015,January,Night
197,2015-01-03,2025-11-21 21:47:48,21,Saturday,2015,January,Night
198,2015-01-03,2025-11-21 21:55:42,21,Saturday,2015,January,Night
199,2015-01-03,2025-11-21 22:10:38,22,Saturday,2015,January,Night
200,2015-01-03,2025-11-21 22:24:05,22,Saturday,2015,January,Night
201,2015-01-03,2025-11-21 22:29:59,22,Saturday,2015,January,Night
202,2015-01-03,2025-11-21 22:50:29,22,Saturday,2015,January,Night
203,2015-01-04,2025-11-21 11:30:48,11,Sunday,2015,January,Morning
204,2015-01-04,2025-11-21 11:36:25,11,Sunday,2015,January,Morning
205,2015-01-04,2025-11-21 11:43:54,11,Sunday,2015,January,Morning
206,2015-01-04,2025-11-21 11:45:10,11,Sunday,2015,January,Morning
207,2015-01-04,2025-11-21 12:03:58,12,Sunday,2015,January,Afternoon
208,2015-01-04,2025-11-21 12:12:05,12,Sunday,2015,January,Afternoon
209,2015-01-04,2025-11-21 12:29:17,12,Sunday,2015,January,Afternoon
210,2015-01-04,2025-11-21 12:34:13,12,Sunday,2015,January,Afternoon
211,2015-01-04,2025-11-21 12:54:20,12,Sunday,2015,January,Afternoon
212,2015-01-04,2025-11-21 13:16:03,13,Sunday,2015,January,Afternoon
213,2015-01-04,2025-11-21 13:20:39,13,Sunday,2015,January,Afternoon
214,2015-01-04,2025-11-21 13:39:16,13,Sunday,2015,January,Afternoon
215,2015-01-04,2025-11-21 13:44:49,13,Sunday,2015,January,Afternoon
216,2015-01-04,2025-11-21 14:31:56,14,Sunday,2015,January,Afternoon
217,2015-01-04,2025-11-21 14:35:03,14,Sunday,2015,January,Afternoon
218,2015-01-04,2025-11-21 14:35:11,14,Sunday,2015,January,Afternoon
219,2015-01-04,2025-11-21 14:42:01,14,Sunday,2015,January,Afternoon
220,2015-01-04,2025-11-21 15:31:59,15,Sunday,2015,January,Afternoon
221,2015-01-04,2025-11-21 15:33:18,15,Sunday,2015,January,Afternoon
222,2015-01-04,2025-11-21 15:46:38,15,Sunday,2015,January,Afternoon
223,2015-01-04,2025-11-21 16:08:20,16,Sunday,2015,January,Afternoon
224,2015-01-04,2025-11-21 16:39:58,16,Sunday,2015,January,Afternoon
225,2015-01-04,2025-11-21 16:41:48,16,Sunday,2015,January,Afternoon
226,2015-01-04,2025-11-21 16:59:39,16,Sunday,2015,January,Afternoon
227,2015-01-04,2025-11-21 17:24:39,17,Sunday,2015,January,Evening
228,2015-01-04,2025-11-21 17:31:24,17,Sunday,2015,January,Evening
229,2015-01-04,2025-11-21 17:37:57,17,Sunday,2015,January,Evening
230,2015-01-04,2025-11-21 17:58:38,17,Sunday,2015,January,Evening
231,2015-01-04,2025-11-21 18:04:18,18,Sunday,2015,January,Evening
232,2015-01-04,2025-11-21 18:21:59,18,Sunday,2015,January,Evening
233,2015-01-04,2025-11-21 18:26:51,18,Sunday,2015,January,Evening
234,2015-01-04,2025-11-21 18:36:09,18,Sunday,2015,January,Evening
235,2015-01-04,2025-11-21 18:51:30,18,Sunday,2015,January,Evening
236,2015-01-04,2025-11-21 19:21:04,19,Sunday,2015,January,Evening
237,2015-01-04,2025-11-21 19:27:48,19,Sunday,2015,January,Evening
238,2015-01-04,2025-11-21 19:45:15,19,Sunday,2015,January,Evening
239,2015-01-04,2025-11-21 19:57:52,19,Sunday,2015,January,Evening
240,2015-01-04,2025-11-21 20:10:24,20,Sunday,2015,January,Evening
241,2015-01-04,2025-11-21 20:11:25,20,Sunday,2015,January,Evening
242,2015-01-04,2025-11-21 20:15:29,20,Sunday,2015,January,Evening
243,2015-01-04,2025-11-21 20:26:17,20,Sunday,2015,January,Evening
244,2015-01-04,2025-11-21 20:26:22,20,Sunday,2015,January,Evening
245,2015-01-04,2025-11-21 20:28:41,20,Sunday,2015,January,Evening
246,2015-01-04,2025-11-21 20:30:48,20,Sunday,2015,January,Evening
247,2015-01-04,2025-11-21 20:55:29,20,Sunday,2015,January,Evening
248,2015-01-04,2025-11-21 20:58:19,20,Sunday,2015,January,Evening
249,2015-01-04,2025-11-21 21:06:16,21,Sunday,2015,January,Night
250,2015-01-04,2025-11-21 21:07:05,21,Sunday,2015,January,Night
251,2015-01-04,2025-11-21 21:10:05,21,Sunday,2015,January,Night
252,2015-01-04,2025-11-21 22:13:15,22,Sunday,2015,January,Night
253,2015-01-04,2025-11-21 22:16:18,22,Sunday,2015,January,Night
254,2015-01-04,2025-11-21 22:22:13,22,Sunday,2015,January,Night
255,2015-01-05,2025-11-21 11:23:35,11,Monday,2015,January,Morning
256,2015-01-05,2025-11-21 11:56:06,11,Monday,2015,January,Morning
257,2015-01-05,2025-11-21 11:59:04,11,Monday,2015,January,Morning
258,2015-01-05,2025-11-21 11:59:23,11,Monday,2015,January,Morning
259,2015-01-05,2025-11-21 12:04:25,12,Monday,2015,January,Afternoon
260,2015-01-05,2025-11-21 12:06:27,12,Monday,2015,January,Afternoon
261,2015-01-05,2025-11-21 12:38:29,12,Monday,2015,January,Afternoon
262,2015-01-05,2025-11-21 12:42:01,12,Monday,2015,January,Afternoon
263,2015-01-05,2025-11-21 12:57:22,12,Monday,2015,January,Afternoon
264,2015-01-05,2025-11-21 13:03:59,13,Monday,2015,January,Afternoon
265,2015-01-05,2025-11-21 13:04:42,13,Monday,2015,January,Afternoon
266,2015-01-05,2025-11-21 13:09:29,13,Monday,2015,January,Afternoon
267,2015-01-05,2025-11-21 13:37:50,13,Monday,2015,January,Afternoon
268,2015-01-05,2025-11-21 13:40:46,13,Monday,2015,January,Afternoon
269,2015-01-05,2025-11-21 13:49:34,13,Monday,2015,January,Afternoon
270,2015-01-05,2025-11-21 14:09:02,14,Monday,2015,January,Afternoon
271,2015-01-05,2025-11-21 14:22:19,14,Monday,2015,January,Afternoon
272,2015-01-05,2025-11-21 14:24:05,14,Monday,2015,January,Afternoon
273,2015-01-05,2025-11-21 14:28:00,14,Monday,2015,January,Afternoon
274,2015-01-05,2025-11-21 14:36:33,14,Monday,2015,January,Afternoon
275,2015-01-05,2025-11-21 14:38:14,14,Monday,2015,January,Afternoon
276,2015-01-05,2025-11-21 15:18:18,15,Monday,2015,January,Afternoon
277,2015-01-05,2025-11-21 15:41:50,15,Monday,2015,January,Afternoon
278,2015-01-05,2025-11-21 15:49:21,15,Monday,2015,January,Afternoon
279,2015-01-05,2025-11-21 16:07:03,16,Monday,2015,January,Afternoon
280,2015-01-05,2025-11-21 16:20:23,16,Monday,2015,January,Afternoon
281,2015-01-05,2025-11-21 16:33:48,16,Monday,2015,January,Afternoon
282,2015-01-05,2025-11-21 16:49:38,16,Monday,2015,January,Afternoon
283,2015-01-05,2025-11-21 16:51:43,16,Monday,2015,January,Afternoon
284,2015-01-05,2025-11-21 16:58:16,16,Monday,2015,January,Afternoon
285,2015-01-05,2025-11-21 16:58:38,16,Monday,2015,January,Afternoon
286,2015-01-05,2025-11-21 17:01:23,17,Monday,2015,January,Evening
287,2015-01-05,2025-11-21 17:30:09,17,Monday,2015,January,Evening
288,2015-01-05,2025-11-21 17:32:44,17,Monday,2015,January,Evening
289,2015-01-05,2025-11-21 17:36:23,17,Monday,2015,January,Evening
290,2015-01-05,2025-11-21 17:41:16,17,Monday,2015,January,Evening
291,2015-01-05,2025-11-21 17:44:39,17,Monday,2015,January,Evening
292,2015-01-05,2025-11-21 17:48:59,17,Monday,2015,January,Evening
293,2015-01-05,2025-11-21 17:58:38,17,Monday,2015,January,Evening
294,2015-01-05,2025-11-21 18:16:35,18,Monday,2015,January,Evening
295,2015-01-05,2025-11-21 18:20:12,18,Monday,2015,January,Evening
296,2015-01-05,2025-11-21 18:46:54,18,Monday,2015,January,Evening
297,2015-01-05,2025-11-21 19:02:18,19,Monday,2015,January,Evening
298,2015-01-05,2025-11-21 19:10:36,19,Monday,2015,January,Evening
299,2015-01-05,2025-11-21 19:34:31,19,Monday,2015,January,Evening
300,2015-01-05,2025-11-21 19:42:54,19,Monday,2015,January,Evening
301,2015-01-05,2025-11-21 19:45:58,19,Monday,2015,January,Evening
302,2015-01-05,2025-11-21 19:57:37,19,Monday,2015,January,Evening
303,2015-01-05,2025-11-21 20:02:51,20,Monday,2015,January,Evening
304,2015-01-05,2025-11-21 20:07:58,20,Monday,2015,January,Evening
305,2015-01-05,2025-11-21 20:35:40,20,Monday,2015,January,Evening
306,2015-01-05,2025-11-21 20:37:40,20,Monday,2015,January,Evening
307,2015-01-05,2025-11-21 21:45:38,21,Monday,2015,January,Night
308,2015-01-05,2025-11-21 21:59:46,21,Monday,2015,January,Night
309,2015-01-06,2025-11-21 11:39:06,11,Tuesday,2015,January,Morning
310,2015-01-06,2025-11-21 11:40:48,11,Tuesday,2015,January,Morning
311,2015-01-06,2025-11-21 11:57:27,11,Tuesday,2015,January,Morning
312,2015-01-06,2025-11-21 12:05:21,12,Tuesday,2015,January,Afternoon
313,2015-01-06,2025-11-21 12:09:09,12,Tuesday,2015,January,Afternoon
314,2015-01-06,2025-11-21 12:11:58,12,Tuesday,2015,January,Afternoon
315,2015-01-06,2025-11-21 12:17:40,12,Tuesday,2015,January,Afternoon
316,2015-01-06,2025-11-21 12:29:34,12,Tuesday,2015,January,Afternoon
317,2015-01-06,2025-11-21 12:31:00,12,Tuesday,2015,January,Afternoon
318,2015-01-06,2025-11-21 12:45:14,12,Tuesday,2015,January,Afternoon
319,2015-01-06,2025-11-21 12:46:22,12,Tuesday,2015,January,Afternoon
320,2015-01-06,2025-11-21 12:46:40,12,Tuesday,2015,January,Afternoon
321,2015-01-06,2025-11-21 12:56:21,12,Tuesday,2015,January,Afternoon
322,2015-01-06,2025-11-21 13:02:13,13,Tuesday,2015,January,Afternoon
323,2015-01-06,2025-11-21 13:05:33,13,Tuesday,2015,January,Afternoon
324,2015-01-06,2025-11-21 13:06:44,13,Tuesday,2015,January,Afternoon
325,2015-01-06,2025-11-21 13:07:32,13,Tuesday,2015,January,Afternoon
326,2015-01-06,2025-11-21 13:10:13,13,Tuesday,2015,January,Afternoon
327,2015-01-06,2025-11-21 13:10:54,13,Tuesday,2015,January,Afternoon
328,2015-01-06,2025-11-21 13:16:35,13,Tuesday,2015,January,Afternoon
329,2015-01-06,2025-11-21 13:22:44,13,Tuesday,2015,January,Afternoon
330,2015-01-06,2025-11-21 13:27:11,13,Tuesday,2015,January,Afternoon
331,2015-01-06,2025-11-21 13:43:30,13,Tuesday,2015,January,Afternoon
332,2015-01-06,2025-11-21 14:12:01,14,Tuesday,2015,January,Afternoon
333,2015-01-06,2025-11-21 14:16:36,14,Tuesday,2015,January,Afternoon
334,2015-01-06,2025-11-21 14:24:18,14,Tuesday,2015,January,Afternoon
335,2015-01-06,2025-11-21 14:24:47,14,Tuesday,2015,January,Afternoon
336,2015-01-06,2025-11-21 14:51:41,14,Tuesday,2015,January,Afternoon
337,2015-01-06,2025-11-21 15:03:12,15,Tuesday,2015,January,Afternoon
338,2015-01-06,2025-11-21 15:18:26,15,Tuesday,2015,January,Afternoon
339,2015-01-06,2025-11-21 15:25:13,15,Tuesday,2015,January,Afternoon
340,2015-01-06,2025-11-21 15:35:32,15,Tuesday,2015,January,Afternoon
341,2015-01-06,2025-11-21 15:35:47,15,Tuesday,2015,January,Afternoon
342,2015-01-06,2025-11-21 15:44:12,15,Tuesday,2015,January,Afternoon
343,2015-01-06,2025-11-21 15:45:37,15,Tuesday,2015,January,Afternoon
344,2015-01-06,2025-11-21 16:01:11,16,Tuesday,2015,January,Afternoon
345,2015-01-06,2025-11-21 16:01:47,16,Tuesday,2015,January,Afternoon
346,2015-01-06,2025-11-21 16:30:00,16,Tuesday,2015,January,Afternoon
347,2015-01-06,2025-11-21 16:37:17,16,Tuesday,2015,January,Afternoon
348,2015-01-06,2025-11-21 16:49:12,16,Tuesday,2015,January,Afternoon
349,2015-01-06,2025-11-21 17:25:58,17,Tuesday,2015,January,Evening
350,2015-01-06,2025-11-21 17:37:05,17,Tuesday,2015,January,Evening
351,2015-01-06,2025-11-21 17:37:29,17,Tuesday,2015,January,Evening
352,2015-01-06,2025-11-21 17:45:48,17,Tuesday,2015,January,Evening
353,2015-01-06,2025-11-21 17:59:48,17,Tuesday,2015,January,Evening
354,2015-01-06,2025-11-21 18:01:44,18,Tuesday,2015,January,Evening
355,2015-01-06,2025-11-21 18:14:45,18,Tuesday,2015,January,Evening
356,2015-01-06,2025-11-21 18:16:05,18,Tuesday,2015,January,Evening
357,2015-01-06,2025-11-21 18:27:58,18,Tuesday,2015,January,Evening
358,2015-01-06,2025-11-21 18:30:12,18,Tuesday,2015,January,Evening
359,2015-01-06,2025-11-21 18:33:08,18,Tuesday,2015,January,Evening
360,2015-01-06,2025-11-21 18:50:38,18,Tuesday,2015,January,Evening
